Class Name;DefaultDisplayName;DefaultCategory;Behaviors;DisplayOrder;DefaultIconBlockOffset;DefaultIconViewOffset;DefaultIconViewScale;FirstPersonScale;FirstPersonOffset;FirstPersonRotation;InHandScale;InHandOffset;InHandRotation;CraftingId;DefaultCreativeData;IsCollidable;IsPlaceable;IsDiggingTransparent;IsPlacementTransparent;DefaultIsInteractive;IsEditable;IsNonDuplicable;IsGatherable;HasCollisionBehavior;KillsWhenStuck;IsFluidBlocker;IsTransparent;DefaultShadowStrength;LightAttenuation;EmittedLightAmount;ObjectShadowStrength;DefaultDropContent;DefaultDropCount;DefaultExperienceCount;RequiredToolLevel;MaxStacking;MaxInHandStacking;SleepSuitability;FrictionFactor;Density;NoAutoJump;NoSmoothRise;FuelHeatLevel;FuelFireDuration;DefaultSoundMaterialName;ShovelPower;QuarryPower;HackPower;DefaultMeleePower;DefaultMeleeHitProbability;DefaultProjectilePower;ToolLevel;PlayerLevelRequired;Durability;IsAimable;IsStickable;AlignToVelocity;ProjectileSpeed;ProjectileDamping;ProjectileTipOffset;DisintegratesOnHit;ProjectileStickProbability;DefaultHeat;FireDuration;ExplosionResilience;DefaultExplosionPressure;DefaultExplosionIncendiary;IsExplosionTransparent;DigMethod;DigResilience;ProjectileResilience;DefaultNutritionalValue;DefaultSicknessProbability;FoodType;DefaultRotPeriod;DefaultTextureSlot;DestructionDebrisScale;DefaultDescription
WoodenPickaxeBlock;木镐;Tools;;162;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;woodenpickaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;1.5;4;1.5;1.5;0.66;1;1;1;25;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;214;1;镐是用来采矿的工具，它大大加快了采矿速度，但最终还是会损坏，用更好的材料制成的镐耐久度更强同时敲得更快。
StonePickaxeBlock;石镐;Tools;;163;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;stonepickaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1.5;6;1.5;1.5;0.66;1;2;1;50;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;230;1;镐是用来采矿的工具，它大大加快了采矿速度，但最终还是会损坏，用更好的材料制成的镐耐久度更强同时敲得更快。
CopperPickaxeBlock;铜镐;Tools;;164;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;copperpickaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1.5;7;1.5;1.5;0.66;1;3;1;75;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;217;1;镐是用来采矿的工具，它大大加快了采矿速度，但最终还是会损坏，用更好的材料制成的镐耐久度更强同时敲得更快。
IronPickaxeBlock;铁镐;Tools;;165;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;ironpickaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1.5;8;1.5;1.5;0.66;1;3;1;150;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;217;1;镐是用来采矿的工具，它大大加快了采矿速度，但最终还是会损坏，用更好的材料制成的镐耐久度更强同时敲得更快。
DiamondPickaxeBlock;钻镐;Tools;;166;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;diamondpickaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;1.5;9;1.5;1.5;0.66;1;4;2;450;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;218;1;镐是用来采矿的工具，它大大加快了采矿速度，但最终还是会损坏，用更好的材料制成的镐耐久度更强同时敲得更快。
WoodenAxeBlock;木斧;Tools;;167;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;woodenaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;1.5;1.5;3;5;0.3;1;1;1;25;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;228;1;斧是用来砍伐的工具，它大大加快了砍伐速度，但最终还是会损坏，用更好的材料制成的斧头耐久度更强同时砍得更快。
StoneAxeBlock;石斧;Tools;;168;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;stoneaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1.5;1.5;5;7;0.3;1;2;1;50;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;231;1;斧是用来砍伐的工具，它大大加快了砍伐速度，但最终还是会损坏，用更好的材料制成的斧头耐久度更强同时砍得更快。
CopperAxeBlock;铜斧;Tools;;169;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;copperaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1.5;1.5;6;8;0.3;1;3;1;75;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;232;1;斧是用来砍伐的工具，它大大加快了砍伐速度，但最终还是会损坏，用更好的材料制成的斧头耐久度更强同时砍得更快。
IronAxeBlock;铁斧;Tools;;170;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;ironaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1.5;1.5;7;9;0.3;1;3;1;150;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;232;1;斧是用来砍伐的工具，它大大加快了砍伐速度，但最终还是会损坏，用更好的材料制成的斧头耐久度更强同时砍得更快。
DiamondAxeBlock;钻斧;Tools;;171;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;diamondaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;1.5;1.5;8;10;0.3;1;4;2;450;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;234;1;斧是用来砍伐的工具，它大大加快了砍伐速度，但最终还是会损坏，用更好的材料制成的斧头耐久度更强同时砍得更快。
WoodenRakeBlock;木耙;Tools;;172;0,0,0;-1, 0.5, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;woodenrake;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;1.5;1.5;1.5;1.5;0.66;1;1;1;40;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;228;1;耙用于将泥土耕成耕地，这个时候土地就可以用来种植了。耙最终还是会损坏的，如果用更好的材料能就够做出更经用的耙。
StoneRakeBlock;石耙;Tools;;173;0,0,0;-1, 0.5, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;stonerake;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1.5;1.5;1.5;1.5;0.66;1;2;1;80;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;231;1;耙用于将泥土耕成耕地，这个时候土地就可以用来种植了。耙最终还是会损坏的，如果用更好的材料就能够做出更经用的耙。
CopperRakeBlock;铜耙;Tools;;174;0,0,0;-1, 0.5, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;copperrake;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1.5;1.5;1.5;1.5;0.66;1;3;1;120;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;232;1;耙用于将泥土耕成耕地，这个时候土地就可以用来种植了。耙最终还是会损坏的，如果用更好的材料就能够做出更经用的耙。
IronRakeBlock;铁耙;Tools;;175;0,0,0;-1, 0.5, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;ironrake;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1.5;1.5;1.5;1.5;0.66;1;3;1;240;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;232;1;耙用于将泥土耕成耕地，这个时候土地就可以用来种植了。耙最终还是会损坏的，如果用更好的材料就能够做出更经用的耙。
DiamondRakeBlock;钻耙;Tools;;176;0,0,0;-1, 0.5, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;diamondrake;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;1.5;1.5;1.5;1.5;0.66;1;4;2;720;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;234;1;耙用于将泥土耕成耕地，这个时候土地就可以用来种植了。耙最终还是会损坏的，如果用更好的材料就能够做出更经用的耙。
EmptyBucketBlock;空桶;Tools;;177;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;emptybucket;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;40;1;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;63;1;桶是一种用来装液体（例如水、岩浆或者牛奶）的铜制容器，它能将流体运输到别的位置，倾倒后能形成一块新的流体源头方块，你不能从非源头方块取得流体。
WaterBucketBlock;水桶;Tools;;178;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;waterbucket;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;40;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;63;1;桶是一种用来装液体（例如水、岩浆或者牛奶）的铜制容器，它能将流体运输到别的位置，倾倒后能形成一块新的流体源头方块，你不能从非源头方块取得流体。
MagmaBucketBlock;岩浆桶;Tools;;179;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;magmabucket;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;40;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;63;1;桶是一种用来装液体（例如水、岩浆或者牛奶）的铜制容器，它能将流体运输到别的位置，倾倒后能形成一块新的流体源头方块，你不能从非源头方块取得流体。
PaintStripperBucketBlock;脱漆桶;Tools;;180;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;paintstripperbucket;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;60;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;63;1;装满脱漆剂的桶。可用于脱去之前被漆过的物品表面上的油漆，使其恢复之前的样子。
PaintBucketBlock;油漆桶;Tools;;181;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;paintbucket;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;60;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;63;1;装满油漆的桶。可用于装饰物品表面。不同颜色的油漆是通过把不同成分溶解形成的，如把孔雀石绿或紫花放入白色油漆中。
MatchBlock;火柴;Tools;;182;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.05,0;0, 0, 0;match;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;40;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;194;1;木棍上有块硫的火柴，用来生火。拿着火柴时一定要小心，因为它很容易造成一场火灾，也能用来点燃火药或作为武器点燃动物。
CompassBlock;指南针;Tools;;183;0,0,0;0, 1, 1;1.25;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.1,0;60, 0, 0;compass;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;47;1;指南针会指向上次睡觉的位置或最近的磁铁，出行必备。
ThermometerBlock;温度计;Tools;;184;0,-0.65,0;-1,0,0;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.06,0;60, 0, 0;thermometer;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;1;;;;Quarry;3;0.5;;;;;63;1;温度计用于测量周围的温度，对于种植树木是个重要的工具，橡树喜暖，桦树喜凉，云杉喜冷。种植在错误的温度下会导致树苗枯萎。它也是一件能够产生对应周围温度的模拟信号的电器。
HygrometerBlock;湿度计;Tools;;185;0,-0.4,0;-1,0,0;1.25;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.1,0;60, 0, 0;hygrometer;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;1;;;;Quarry;3;0.5;;;;;63;1;湿度计用于测量周围的湿度，对于种植树木是个重要的工具。所有的树木都需要大量的湿度才能生长，种植在干燥的地方会导致树苗枯萎。它也是一件能够产生对应周围湿度的模拟信号的电器。
IronHammerBlock;铁锤;Tools;HammerBlockBehavior;186;0,0,0;-1, 0.5, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;ironhammer;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1.5;1.5;1.5;1.5;0.66;1;3;;240;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;232;1;铁锤可以用来制作家具
WhistleBlock;口哨;Tools;;187;0.3,-0.25,0;-1, 1, -1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.2;0,0.05,0;-30, 0, 0;whistle;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;150;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;63;1;口哨能用于召唤附近的坐骑或驱赶牛群。牛群会聚集在一起，远离吹哨的人，因此你能够驱赶他们向着指定的方向移动。口哨也非常适合用来惊吓鸟类。
WoodenSpearBlock;木矛;Tools;ThrowableBlockBehavior;188;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.2,0;0, 0, 0;woodenspear;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;3;0.8;3;1;1;20;TRUE;TRUE;TRUE;15;0.9;0.3;FALSE;0;;0;;;;;;;;;;;;211;1;矛是一种多功能武器，能够用于近战攻击或投掷攻击，使用后它将不再锐利并最终损坏，如果用更好的材料就能够做出更经用同时威力更大的矛。投掷出的矛会插入柔软的材料中，若插得太深会很难拔出。
StoneSpearBlock;石矛;Tools;ThrowableBlockBehavior;189;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.2,0;0, 0, 0;stonespear;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;4;0.8;4;2;1;40;TRUE;TRUE;TRUE;15;0.9;0.3;FALSE;0;;0;;;;;;;;;;;;211;1;矛是一种多功能武器，能够用于近战攻击或投掷攻击，使用后它将不再锐利并最终损坏，如果用更好的材料就能够做出更经用同时威力更大的矛。投掷出的矛会插入柔软的材料中，若插得太深会很难拔出。
CopperSpearBlock;铜矛;Tools;ThrowableBlockBehavior;190;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.2,0;0, 0, 0;copperspear;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;5;0.8;5;3;1;60;TRUE;TRUE;TRUE;15;0.9;0.3;FALSE;0;;0;;;;;;;;;;;;211;1;矛是一种多功能武器，能够用于近战攻击或投掷攻击，使用后它将不再锐利并最终损坏，如果用更好的材料就能够做出更经用同时威力更大的矛。投掷出的矛会插入柔软的材料中，若插得太深会很难拔出。
IronSpearBlock;铁矛;Tools;ThrowableBlockBehavior;191;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.2,0;0, 0, 0;ironspear;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;6;0.8;6;3;1;120;TRUE;TRUE;TRUE;15;0.9;0.3;FALSE;0;;0;;;;;;;;;;;;211;1;矛是一种多功能武器，能够用于近战攻击或投掷攻击，使用后它将不再锐利并最终损坏，如果用更好的材料就能够做出更经用同时威力更大的矛。投掷出的矛会插入柔软的材料中，若插得太深会很难拔出。
DiamondSpearBlock;钻矛;Tools;ThrowableBlockBehavior;192;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.2,0;0, 0, 0;diamondspear;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;1;1;1;7;0.8;7;4;2;360;TRUE;TRUE;TRUE;15;0.9;0.3;FALSE;0;;0;;;;;;;;;;;;211;1;矛是一种多功能武器，能够用于近战攻击或投掷攻击，使用后它将不再锐利并最终损坏，如果用更好的材料就能够做出更经用同时威力更大的矛。投掷出的矛会插入柔软的材料中，若插得太深会很难拔出。
WoodenMacheteBlock;木刀;Tools;;193;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.27,0;0, 0, 0;woodenmachete;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;4;0.9;1;1;1;20;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;211;1;刀是一种很有效的近战武器，使用后它将不再锐利并最终损坏。如果用更好的材料就能够做出更经用同时威力更大的刀。
StoneMacheteBlock;石刀;Tools;;194;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.27,0;0, 0, 0;stonemachete;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;5;0.9;1;2;1;40;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;211;1;刀是一种很有效的近战武器，使用后它将不再锐利并最终损坏。如果用更好的材料就能够做出更经用同时威力更大的刀。
CopperMacheteBlock;铜刀;Tools;;195;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.27,0;0, 0, 0;coppermachete;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;6;0.9;1;3;1;60;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;211;1;刀是一种很有效的近战武器，使用后它将不再锐利并最终损坏。如果用更好的材料就能够做出更经用同时威力更大的刀。
IronMacheteBlock;铁刀;Tools;;196;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.27,0;0, 0, 0;ironmachete;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;7;0.9;1;3;1;120;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;211;1;刀是一种很有效的近战武器，使用后它将不再锐利并最终损坏。如果用更好的材料就能够做出更经用同时威力更大的刀。
DiamondMacheteBlock;钻刀;Tools;;197;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.27,0;0, 0, 0;diamondmachete;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;1;1;1;8;0.9;1;4;2;360;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;211;1;刀是一种很有效的近战武器，使用后它将不再锐利并最终损坏。如果用更好的材料就能够做出更经用同时威力更大的刀。
BowBlock;弓;Tools;BowBlockBehavior;198;0, -0.25,-0.1;-1.3, 0.5, 0.9;0.65;0.4;0.5, -0.6, -0.6;0, 40, 0;0.4;-0.03,-0.2,0;0, -20, 0;bow;0;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;1;80;TRUE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;211;1;弓用来射发各种弓箭。
CrossbowBlock;弩;Tools;CrossbowBlockBehavior;199;0,0,-0.2;-1, 1, 0;0.7;0.4;0.6, -0.5, -0.6;40, 0, 0;0.4;0, 0.1, 0;90, 0, 0;crossbow;0;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;1;90;TRUE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;211;1;弩用来射发各种弩箭。
MusketBlock;滑膛枪;Tools;MusketBlockBehavior;200;0,0,0;-1, 0.5, 0;0.6;0.4;0.6, -0.5, -0.6;40, 0, 0;0.4;0, 0.05, 0;90, 0, 0;musket;0;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;1;100;TRUE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;211;1;滑膛枪用来发射散弹或者大铅弹。你也能单独地发射一颗散弹，但非常不准确同时缺乏威力。
ArrowBlock;弓箭;Tools;ArrowBlockBehavior, ImpactExplosivesBlockBehavior;201;0,0,0;-1,0,0;0.8;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;0, 0, 0;arrow;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;24;24;0;1;1.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;TRUE;TRUE;0;0.9;0.3;FALSE;0;;0;;;;;;;;;;;;211;1;弓箭和弩箭需要使用合适的武器进行发射。
